seed,n_train,n_test,n_families_train,n_families_test,gagblup_pearson,gagblup_spearman,bayesb_pearson,bayesb_spearman,gagblup_seconds,bayesb_seconds,wall_clock_seconds
1,1034,267,20,5,nan,nan,0.581607258948141,0.575161991501098,nan,447.689025163651,485.2
2,991,310,19,6,nan,nan,0.464147146306555,0.497099003073475,nan,445.535055160522,506.4
3,1004,297,19,6,nan,nan,0.556451603923954,0.539100507847212,nan,434.069212436676,480.5
4,1034,267,20,5,nan,nan,0.485679670433468,0.483766479910999,nan,417.933742761612,454.8
5,1037,264,20,5,nan,nan,0.536814903531017,0.518605465648748,nan,434.663821935654,474.3
6,1030,271,20,5,nan,nan,0.500913034458953,0.49634303274455,nan,431.091871500015,471.8
7,1021,280,20,5,nan,nan,0.589790254798121,0.567198079928568,nan,438.263610839844,475.7
8,1031,270,20,5,nan,nan,0.498958370475896,0.451374835713666,nan,416.699221611023,454.4
9,1020,281,20,5,nan,nan,0.456025649629436,0.394323566089716,nan,427.626651763916,466.1
10,1021,280,20,5,nan,nan,0.53567714573769,0.525335189052044,nan,443.874840974808,481.7
11,1029,272,20,5,nan,nan,0.544429057967848,0.528501452269352,nan,429.518567562103,467.7
12,1032,269,20,5,nan,nan,0.529615269511856,0.503945510208979,nan,432.001115560532,469.9
13,1002,299,19,6,nan,nan,0.573079569864401,0.528923876079031,nan,429.332271814346,466.7
14,1026,275,20,5,nan,nan,0.571365642412769,0.564464376569145,nan,425.729536533356,463.7
15,1029,272,20,5,nan,nan,0.537554692317296,0.567838318729242,nan,443.766871929169,482.0
16,1029,272,20,5,nan,nan,0.531987799682501,0.490625956912582,nan,421.050101995468,467.3
17,1033,268,20,5,nan,nan,0.293499782102997,0.359124468473189,nan,427.01815032959,464.9
18,1024,277,20,5,nan,nan,0.43738369062644,0.435930461999136,nan,440.044450044632,478.2
19,1028,273,20,5,nan,nan,0.50295015271031,0.481629918345722,nan,430.000911474228,468.5
20,998,303,19,6,nan,nan,0.495431100934281,0.467255614457444,nan,420.131372690201,457.4
21,1025,276,20,5,nan,nan,0.515306381945874,0.484962284245834,nan,406.476896286011,444.2
22,1033,268,20,5,nan,nan,0.503022712405047,0.501232198888995,nan,435.957581043243,480.5
23,1031,270,20,5,nan,nan,0.556904467909078,0.548010235786453,nan,443.550568580627,481.5
24,1034,267,20,5,nan,nan,0.454837775058715,0.494282073852701,nan,420.780476093292,458.9
25,1031,270,20,5,nan,nan,0.575677613861405,0.567207110978745,nan,424.583874464035,462.4
26,1030,271,20,5,nan,nan,0.551639835397137,0.496439891783652,nan,448.685095071793,486.5
27,1003,298,19,6,nan,nan,0.610296906867036,0.570615776983791,nan,422.477401018143,460.7
28,1032,269,20,5,nan,nan,0.516226806408276,0.516920088333366,nan,408.03709435463,445.9
29,1032,269,20,5,nan,nan,0.264301093107638,0.360114311044929,nan,427.82212305069,465.8
30,995,306,19,6,nan,nan,0.296066684853732,0.328316411790706,nan,439.604580402374,476.8
31,1034,267,20,5,nan,nan,0.505505655380204,0.472932101991672,nan,393.986663341522,431.9
32,1029,272,20,5,nan,nan,0.485057038787044,0.451105567299125,nan,424.016195774078,461.8
33,1006,295,19,6,nan,nan,0.425830365371993,0.4105600510445,nan,436.016282558441,473.3
34,1007,294,19,6,nan,nan,0.561356431751029,0.518387512215331,nan,434.766323328018,472.0
35,1021,280,20,5,nan,nan,0.48210670041131,0.471329291000008,nan,437.690927505493,476.1
36,1005,296,19,6,nan,nan,0.460643528068073,0.445053709458822,nan,399.345110654831,436.7
37,1024,277,20,5,nan,nan,0.559704602425182,0.527076853848097,nan,424.766135454178,462.5
38,990,311,19,6,nan,nan,0.48221020751549,0.473079398037547,nan,414.78716802597,451.9
39,1026,275,20,5,nan,nan,0.544414812134684,0.514607963041048,nan,441.584572553635,479.0
40,1011,290,19,6,nan,nan,0.500858422379252,0.482644749277853,nan,435.074407815933,472.0
41,1030,271,20,5,nan,nan,0.573856041515672,0.516718716227346,nan,414.129077672958,451.5
42,991,310,19,6,nan,nan,0.515797824932289,0.51214189435325,nan,427.719341278076,464.6
43,1005,296,19,6,nan,nan,0.397719836742682,0.40755000895565,nan,416.03400349617,453.5
44,1024,277,20,5,nan,nan,0.543944557431302,0.534317167125872,nan,427.881530761719,465.8
45,1036,265,20,5,nan,nan,0.530456008299714,0.553647067511094,nan,418.635642528534,456.4
46,1000,301,19,6,nan,nan,0.426322933303809,0.392036948867649,nan,416.605890750885,453.9
47,991,310,19,6,nan,nan,0.461560923482079,0.43825496225459,nan,430.444012880325,468.0
48,1026,275,20,5,nan,nan,0.422230556345323,0.41187857382406,nan,396.942028045654,435.0
49,1037,264,19,6,nan,nan,0.544711260429477,0.533201546743411,nan,454.615521192551,492.6
50,1011,290,19,6,nan,nan,0.503981607787264,0.503775235997389,nan,423.047248601913,460.5
51,994,307,19,6,nan,nan,0.441706481164223,0.497988890662863,nan,433.518839359283,470.7
52,1027,274,20,5,nan,nan,0.55806296164371,0.498712671184589,nan,429.157933235168,467.2
53,1019,282,20,5,nan,nan,0.557610681201704,0.551617052029411,nan,433.227203369141,471.1
54,1005,296,19,6,nan,nan,0.405996404613747,0.423644836970339,nan,438.144742012024,475.4
55,1021,280,20,5,nan,nan,0.530786285640138,0.52604594310755,nan,442.295226573944,480.1
56,988,313,19,6,nan,nan,0.506950720716765,0.529371715747852,nan,448.563322544098,485.8
57,1025,276,20,5,nan,nan,0.581019773216262,0.552655682687763,nan,426.673685789108,464.6
58,1036,265,20,5,nan,nan,0.561684827206275,0.538738409640095,nan,434.351610422134,472.3
59,1032,269,20,5,nan,nan,0.501011861141994,0.491968793452974,nan,418.556903362274,456.3
60,1028,273,20,5,nan,nan,0.467355231231306,0.446808730243236,nan,454.217438936234,492.5
61,1002,299,19,6,nan,nan,0.565134927278438,0.543232960139755,nan,412.407169342041,449.8
62,1004,297,19,6,nan,nan,0.554788056253343,0.509837718894733,nan,430.034908533096,467.4
63,1020,281,20,5,nan,nan,0.543247613334599,0.528165176789294,nan,455.915855169296,493.8
64,1036,265,20,5,nan,nan,0.604643355202456,0.543387398212259,nan,437.47535276413,475.4
65,1020,281,20,5,nan,nan,0.394232125765082,0.337115018587,nan,425.05459022522,463.1
66,1021,280,20,5,nan,nan,0.440839768280227,0.402768974346947,nan,424.319129943848,462.1
67,1033,268,20,5,nan,nan,0.585134595927376,0.57228310828365,nan,433.214871406555,471.1
68,1001,300,19,6,nan,nan,0.404778863471677,0.496482841994675,nan,406.160267829895,443.1
69,985,316,19,6,nan,nan,0.607258522570729,0.602064148442198,nan,437.445837259293,474.7
70,1026,275,20,5,nan,nan,0.516475499502084,0.504871550638515,nan,410.025159597397,447.6
71,991,310,19,6,nan,nan,0.550949002197628,0.534444340497956,nan,412.151314973831,448.8
