seed,n_train,n_test,n_families_train,n_families_test,gagblup_pearson,gagblup_spearman,bayesb_pearson,bayesb_spearman,gagblup_seconds,bayesb_seconds,wall_clock_seconds
71,992,314,19,6,nan,nan,0.506197187634808,0.501047038941404,nan,441.01553106308,478.1
72,1035,271,20,5,nan,nan,0.428465092438785,0.450979106458804,nan,445.312830924988,482.6
73,1034,272,20,5,nan,nan,0.392444709044896,0.428875063790973,nan,437.563991069794,475.2
74,1031,275,20,5,nan,nan,0.308111295930526,0.378457414547244,nan,448.072502374649,485.4
75,1032,274,20,5,nan,nan,0.436294107224839,0.427278055744288,nan,437.737164974213,475.4
76,1031,275,20,5,nan,nan,0.354415861937802,0.386918614676913,nan,437.397988557816,474.8
77,1034,272,20,5,nan,nan,0.575718324243069,0.588754025373148,nan,415.840337276459,453.5
78,1012,294,19,6,nan,nan,0.46964586648195,0.47360435539551,nan,451.880898237228,488.7
79,1035,271,20,5,nan,nan,0.333408782137406,0.398387110148886,nan,426.88321852684,464.9
80,999,307,19,6,nan,nan,0.408741469758813,0.443906254604076,nan,419.403717517853,456.5
81,1028,278,20,5,nan,nan,0.364799338254221,0.418990738438025,nan,446.256498098373,483.9
82,1039,267,20,5,nan,nan,0.393707105184138,0.432697965126309,nan,433.905846595764,471.5
83,1032,274,20,5,nan,nan,0.410691324233093,0.459731908225841,nan,429.600959062576,467.2
84,1034,272,20,5,nan,nan,0.496779769777896,0.489058350894364,nan,421.166689157486,458.9
85,1015,291,19,6,nan,nan,0.464980586548875,0.46092494415134,nan,449.97993183136,487.2
86,1036,270,20,5,nan,nan,0.385221956763352,0.403093551261587,nan,447.663341999054,485.1
87,1027,279,20,5,nan,nan,0.450852420240218,0.479661891440948,nan,447.09716463089,484.6
88,1035,271,20,5,nan,nan,0.438917504938394,0.449734626665537,nan,411.219358205795,449.2
89,1032,274,20,5,nan,nan,0.456634443448505,0.475514778697134,nan,438.181100130081,476.0
90,993,313,19,6,nan,nan,0.305494715448443,0.340706239072083,nan,444.342893362045,481.7
91,1026,280,20,5,nan,nan,0.342376051775293,0.377382858034528,nan,422.244240045547,459.9
92,993,313,19,6,nan,nan,0.42287498075371,0.450149056664096,nan,426.34791636467,463.8
93,1033,273,20,5,nan,nan,0.335149289763049,0.332052152566962,nan,443.865266561508,481.7
94,1042,264,20,5,nan,nan,0.481786720322538,0.486743503822861,nan,427.782842159271,465.8
95,1005,301,19,6,nan,nan,0.515746501120288,0.540903736477519,nan,433.596837520599,470.6
96,1030,276,20,5,nan,nan,0.516644690455288,0.585462223357327,nan,437.714865207672,475.3
97,1038,268,20,5,nan,nan,0.456359249125554,0.47978808528615,nan,417.421997785568,455.5
98,1034,272,20,5,nan,nan,0.400799534257721,0.4385195287429,nan,441.456845521927,479.8
99,988,318,19,6,nan,nan,0.471754513266878,0.493949905431865,nan,410.438304901123,447.7
100,1037,269,20,5,nan,nan,0.367196704921352,0.458614925922695,nan,410.975207328796,448.6
