seed,n_train,n_test,n_families_train,n_families_test,gagblup_pearson,gagblup_spearman,bayesb_pearson,bayesb_spearman,gagblup_seconds,bayesb_seconds,wall_clock_seconds
81,1037,282,20,5,nan,nan,0.467822686349614,0.48972969617851,nan,438.961071014404,477.3
82,1046,273,20,5,nan,nan,0.549876151977279,0.541997787094681,nan,444.326871395111,482.8
83,1042,277,20,5,nan,nan,0.522736657839497,0.522336930804093,nan,446.941830158234,485.2
84,1042,277,20,5,nan,nan,0.554536315907366,0.559168734909849,nan,430.249956846237,468.4
85,1023,296,19,6,nan,nan,0.628254799348256,0.617722709161972,nan,414.956857442856,453.2
86,1046,273,20,5,nan,nan,0.538568707022144,0.553339678553413,nan,434.945940494537,473.2
87,1036,283,20,5,nan,nan,0.578182223686374,0.57682870171376,nan,430.472401618958,468.8
88,1048,271,20,5,nan,nan,0.380397456694442,0.40349270649815,nan,446.722903966904,487.1
89,1043,276,20,5,nan,nan,0.471415614788997,0.492259203118795,nan,425.454859733582,463.7
90,1003,316,19,6,nan,nan,0.428214356137151,0.39835782796296,nan,422.868798494339,460.4
91,1036,283,20,5,nan,nan,0.449833321547586,0.463485145283873,nan,438.580541372299,476.6
92,1001,318,19,6,nan,nan,0.471298412153836,0.453774428672979,nan,423.19433426857,461.8
93,1043,276,20,5,nan,nan,0.517674292658143,0.540116574081416,nan,402.606797933578,440.6
94,1054,265,20,5,nan,nan,0.575326582553126,0.538342850891004,nan,431.094210386276,469.0
95,1017,302,19,6,nan,nan,0.543103281924729,0.521292000929493,nan,446.672907829285,485.0
96,1038,281,20,5,nan,nan,0.507235109963576,0.455040275098286,nan,425.439717531204,464.5
97,1046,273,20,5,nan,nan,0.609178338946173,0.623685257799593,nan,427.930146932602,466.5
98,1047,272,20,5,nan,nan,0.45967719810047,0.443417376220689,nan,434.80807352066,473.1
99,997,322,19,6,nan,nan,0.581946336588098,0.575634232685535,nan,395.273610830307,432.9
100,1049,270,20,5,nan,nan,0.384770812099294,0.44250561623391,nan,381.6662068367,419.6
