seed,n_train,n_test,n_families_train,n_families_test,gpfn_pearson,gpfn_spearman,gblup_pearson,gblup_spearman,pcr_pearson,pcr_spearman,wall_clock_seconds
43,1018,300,19,6,0.5619,0.5771,0.5548,0.5819,0.5312,0.5604,45.5
44,1036,282,20,5,0.5366,0.5242,0.495,0.4745,0.5353,0.5141,46.1
45,1051,267,20,5,0.5858,0.6045,0.5981,0.6204,0.5702,0.5956,46.1
46,1012,306,19,6,0.5355,0.5308,0.5184,0.524,0.5297,0.5345,45.0
47,1004,314,19,6,0.5543,0.5349,0.5361,0.5186,0.5729,0.556,44.8
48,1040,278,20,5,0.5404,0.5698,0.5296,0.5566,0.5239,0.565,46.1
49,1049,269,19,6,0.4889,0.4709,0.5005,0.4873,0.4716,0.4602,46.1
50,1024,294,19,6,0.568,0.5287,0.5685,0.5414,0.5704,0.5323,46.1
51,1006,312,19,6,0.501,0.4989,0.5037,0.493,0.5153,0.5079,44.8
52,1040,278,20,5,0.4593,0.4008,0.4384,0.3751,0.4438,0.3993,45.6
53,1034,284,20,5,0.6129,0.6109,0.6143,0.6063,0.6178,0.6074,45.6
54,1017,301,19,6,0.4618,0.4627,0.4692,0.4709,0.4383,0.4488,45.8
55,1033,285,20,5,0.3826,0.3687,0.3729,0.3726,0.4338,0.4138,45.7
56,1000,318,19,6,0.485,0.4921,0.4891,0.5026,0.4597,0.4774,43.1
57,1038,280,20,5,0.5215,0.4853,0.5269,0.5016,0.5097,0.4908,45.9
58,1048,270,20,5,0.5022,0.4752,0.5033,0.466,0.4806,0.4516,46.4
59,1046,272,20,5,0.5363,0.5393,0.5406,0.5347,0.5025,0.5018,45.8
60,1044,274,20,5,0.6168,0.6214,0.6309,0.6346,0.639,0.6378,45.8
61,1014,304,19,6,0.5317,0.5008,0.5382,0.4986,0.5013,0.4622,46.5
62,1018,300,19,6,0.5775,0.5661,0.569,0.558,0.5526,0.5371,46.2
63,1032,286,20,5,0.4414,0.4306,0.416,0.4143,0.4536,0.443,46.8
64,1049,269,20,5,0.5127,0.4966,0.5366,0.5088,0.4718,0.462,45.8
65,1034,284,20,5,0.6138,0.6023,0.5889,0.5756,0.6101,0.5899,47.5
66,1033,285,20,5,0.4997,0.5012,0.4557,0.4635,0.5107,0.5322,47.8
67,1050,268,20,5,0.6236,0.624,0.6159,0.6208,0.6153,0.606,46.3
68,1016,302,19,6,0.5908,0.5861,0.5833,0.5778,0.559,0.5466,45.8
69,998,320,19,6,0.5584,0.5123,0.5546,0.5059,0.5473,0.4926,43.4
70,1040,278,20,5,0.5686,0.5892,0.5614,0.5864,0.5607,0.5848,46.8
71,1002,316,19,6,0.5172,0.4873,0.4782,0.4538,0.5163,0.4892,46.3
72,1044,274,20,5,0.5284,0.5352,0.5084,0.5396,0.4991,0.5332,46.4
73,1043,275,20,5,0.5602,0.5399,0.5715,0.5498,0.5723,0.5382,48.8
74,1042,276,20,5,0.6297,0.6605,0.6108,0.6544,0.6001,0.6374,46.7
75,1043,275,20,5,0.5718,0.5843,0.5877,0.6002,0.5341,0.56,46.2
76,1041,277,20,5,0.5897,0.6083,0.5736,0.5989,0.5416,0.5674,47.1
77,1043,275,20,5,0.5529,0.5463,0.5554,0.5385,0.5406,0.529,46.1
78,1021,297,19,6,0.5518,0.53,0.5728,0.5477,0.5679,0.5454,45.8
79,1045,273,20,5,0.5867,0.5753,0.5876,0.5777,0.5238,0.5157,53.3
80,1006,312,19,6,0.4458,0.4405,0.4737,0.4615,0.4422,0.4423,45.4
81,1036,282,20,5,0.4637,0.4596,0.46,0.4667,0.4198,0.4308,46.2
82,1045,273,20,5,0.5016,0.5077,0.5052,0.5163,0.4598,0.48,46.4
83,1041,277,20,5,0.574,0.5741,0.574,0.5752,0.5615,0.5617,46.0
84,1041,277,20,5,0.4613,0.4578,0.4753,0.4713,0.4502,0.4318,45.9
85,1022,296,19,6,0.5191,0.4681,0.5163,0.4617,0.5254,0.483,45.9
86,1045,273,20,5,0.5615,0.5643,0.5468,0.5503,0.5264,0.5292,45.9
87,1035,283,20,5,0.5102,0.5049,0.4778,0.4717,0.5075,0.501,45.8
88,1047,271,20,5,0.603,0.6096,0.6106,0.6226,0.572,0.5945,45.8
89,1042,276,20,5,0.4771,0.4793,0.4767,0.4815,0.4654,0.4702,48.2
90,1002,316,19,6,0.5496,0.5646,0.5425,0.5673,0.5157,0.5434,44.5
91,1035,283,20,5,0.4767,0.4773,0.4759,0.4965,0.4037,0.4252,45.4
92,1000,318,19,6,0.4548,0.4567,0.4485,0.4488,0.4399,0.4463,42.3
93,1042,276,20,5,0.5689,0.5697,0.5516,0.547,0.539,0.5341,45.8
94,1053,265,20,5,0.5783,0.5584,0.5327,0.5144,0.5841,0.5476,45.8
95,1016,302,19,6,0.6265,0.6161,0.6188,0.616,0.6276,0.6198,45.5
96,1038,280,20,5,0.5553,0.5527,0.5672,0.5599,0.5487,0.5437,45.7
97,1046,272,20,5,0.5244,0.5257,0.5279,0.5323,0.5205,0.532,45.9
98,1047,271,20,5,0.6104,0.6135,0.6231,0.6254,0.6067,0.601,45.7
99,997,321,19,6,0.5925,0.5845,0.5819,0.5715,0.5851,0.5685,42.3
100,1048,270,20,5,0.5139,0.5399,0.5395,0.5604,0.4945,0.5196,46.4
