seed,n_train,n_test,n_families_train,n_families_test,gagblup_pearson,gagblup_spearman,bayesb_pearson,bayesb_spearman,gagblup_seconds,bayesb_seconds,wall_clock_seconds
22,1045,270,20,5,nan,nan,0.553696436316947,0.561532839652155,nan,406.558872699738,444.4
23,1043,272,20,5,nan,nan,0.538134305884425,0.573744307352293,nan,407.422541856766,445.3
24,1045,270,20,5,nan,nan,0.525625914222984,0.521106209847097,nan,420.47395324707,459.2
25,1043,272,20,5,nan,nan,0.53718118755721,0.524866598797265,nan,397.112285852432,436.8
26,1040,275,20,5,nan,nan,0.607717157599101,0.613262983181768,nan,395.58798789978,433.3
27,1013,302,19,6,nan,nan,0.648726738532954,0.643896944163271,nan,424.925602912903,462.5
28,1043,272,20,5,nan,nan,0.609346795781568,0.567946809143606,nan,425.300647735596,463.3
29,1043,272,20,5,nan,nan,0.613393889498938,0.625399573212824,nan,402.23101568222,440.0
30,1006,309,19,6,nan,nan,0.642407964690864,0.641418528709677,nan,396.920313119888,434.4
31,1044,271,20,5,nan,nan,0.512718014591217,0.524134334132697,nan,419.640113353729,457.4
32,1044,271,20,5,nan,nan,0.693084308067752,0.693564817455269,nan,390.286226511002,427.9
33,1016,299,19,6,nan,nan,0.564964538037167,0.533914541523452,nan,396.030671358109,434.2
34,1019,296,19,6,nan,nan,0.612315888380307,0.575700739117281,nan,429.590673446655,467.2
35,1031,284,20,5,nan,nan,0.615832753767619,0.6249042607273,nan,390.833263874054,428.7
36,1016,299,19,6,nan,nan,0.623875988721885,0.628692798575799,nan,401.762046098709,439.5
37,1034,281,20,5,nan,nan,0.517803636018007,0.53718866014754,nan,398.287026643753,436.3
38,1000,315,19,6,nan,nan,0.63585216912629,0.607110294871924,nan,414.592831134796,451.5
39,1039,276,20,5,nan,nan,0.527224821638602,0.542399939729862,nan,428.654160022736,466.4
40,1021,294,19,6,nan,nan,0.579519320252489,0.57940883381284,nan,412.959140539169,450.9
41,1041,274,20,5,nan,nan,0.501891653774285,0.524206528152449,nan,408.094424962997,446.0
42,1001,314,19,6,nan,nan,0.628933604533771,0.612700995245308,nan,406.171857833862,443.2
43,1015,300,19,6,nan,nan,0.593144418696427,0.608249221102228,nan,415.13663649559,452.6
44,1033,282,20,5,nan,nan,0.581322783719296,0.547819257362494,nan,408.928041934967,446.7
45,1049,266,20,5,nan,nan,0.651334228014284,0.659285570601708,nan,410.222260475159,448.3
46,1009,306,19,6,nan,nan,0.637360499640509,0.633045010398097,nan,405.17172908783,442.1
47,1001,314,19,6,nan,nan,0.62215132212548,0.589321795141102,nan,394.111721754074,431.3
48,1037,278,20,5,nan,nan,0.537950640109627,0.55775870146652,nan,406.25860452652,443.8
49,1047,268,19,6,nan,nan,0.454303948716057,0.458961271451515,nan,408.579034328461,447.6
50,1021,294,19,6,nan,nan,0.602405045382533,0.611724342126603,nan,410.977571725845,448.6
51,1003,312,19,6,nan,nan,0.582594109231067,0.587696985544971,nan,409.809588670731,446.6
52,1039,276,20,5,nan,nan,0.607618478670956,0.574283231848933,nan,415.201041460037,453.0
53,1031,284,20,5,nan,nan,0.555052439112695,0.556896225203314,nan,393.810787677765,431.6
54,1014,301,19,6,nan,nan,0.637576308967609,0.627993548640403,nan,374.14839553833,411.8
55,1030,285,20,5,nan,nan,0.534487969157739,0.529042528805755,nan,411.908168792725,449.5
56,1000,315,19,6,nan,nan,0.593304299958636,0.600914545977319,nan,380.186766862869,417.2
57,1035,280,20,5,nan,nan,0.555335590899742,0.576742685923812,nan,403.39418053627,441.3
58,1048,267,20,5,nan,nan,0.589600466712841,0.59181148107702,nan,389.284914016724,427.0
59,1044,271,20,5,nan,nan,0.607917736667049,0.621714866962445,nan,395.031756639481,432.9
60,1041,274,20,5,nan,nan,0.627838067788867,0.622887563400352,nan,390.789433956146,428.4
61,1011,304,19,6,nan,nan,0.513561079872576,0.534738953960717,nan,415.019459962845,452.3
62,1015,300,19,6,nan,nan,0.590966573982962,0.591489401419886,nan,382.726474046707,420.3
63,1029,286,20,5,nan,nan,0.569030868659449,0.556091962131252,nan,390.066027641296,427.8
64,1048,267,20,5,nan,nan,0.665548960614569,0.681771148320705,nan,402.932967424393,440.9
65,1031,284,20,5,nan,nan,0.693217600879532,0.656998613943828,nan,384.19863152504,422.0
66,1032,283,20,5,nan,nan,0.558978697156184,0.558092037924624,nan,411.894364833832,449.5
67,1047,268,20,5,nan,nan,0.57370937948557,0.62587871654503,nan,386.07147026062,423.9
68,1013,302,19,6,nan,nan,0.539683423104104,0.58734498569301,nan,397.838096141815,435.2
69,998,317,19,6,nan,nan,0.611241553115361,0.614824286314594,nan,406.071712017059,443.2
70,1037,278,20,5,nan,nan,0.57781310232635,0.57031935084745,nan,395.680242061615,433.4
71,999,316,19,6,nan,nan,0.560117827129738,0.532738646448358,nan,407.757595300674,444.8
72,1042,273,20,5,nan,nan,0.610876044456701,0.604569517472734,nan,395.052045583725,432.9
73,1040,275,20,5,nan,nan,0.639609757183388,0.600491937390071,nan,392.489781618118,430.1
74,1039,276,20,5,nan,nan,0.614741452586545,0.618462356418728,nan,395.328220129013,433.1
75,1040,275,20,5,nan,nan,0.579783652914448,0.583778936822833,nan,402.955960035324,440.8
76,1038,277,20,5,nan,nan,0.617111698843805,0.622885815402991,nan,379.309279680252,417.2
77,1041,274,20,5,nan,nan,0.511980854679349,0.522891495281047,nan,389.438315629959,427.2
78,1019,296,19,6,nan,nan,0.564146782101164,0.573658156710851,nan,400.991109609604,438.7
79,1042,273,20,5,nan,nan,0.646321240033417,0.636714054687367,nan,386.873685359955,424.6
80,1003,312,19,6,nan,nan,0.608290227486145,0.609703581044889,nan,391.062705993652,428.3
81,1034,281,20,5,nan,nan,0.579148438125621,0.58258255659932,nan,399.477791309357,437.2
82,1042,273,20,5,nan,nan,0.578929740008674,0.544985444619686,nan,382.772888183594,420.3
83,1038,277,20,5,nan,nan,0.584029476315621,0.577459663501489,nan,399.550452232361,437.5
84,1040,275,20,5,nan,nan,0.667125540874296,0.652102224699707,nan,409.627945899963,447.5
85,1022,293,19,6,nan,nan,0.56108341455294,0.541331617463616,nan,404.476417779922,442.3
86,1042,273,20,5,nan,nan,0.574821210077249,0.548515686252505,nan,395.692844629288,433.3
87,1032,283,20,5,nan,nan,0.586179493445277,0.571198334338635,nan,397.520546913147,435.2
88,1044,271,20,5,nan,nan,0.660712990841107,0.67510825574847,nan,385.517857551575,423.0
89,1039,276,20,5,nan,nan,0.586356959196168,0.55731972429115,nan,399.025152444839,436.6
90,999,316,19,6,nan,nan,0.608400468532998,0.613261084125364,nan,377.612450122833,414.6
91,1032,283,20,5,nan,nan,0.606675539719526,0.600561433681427,nan,400.871480941772,438.5
92,997,318,19,6,nan,nan,0.533749318568442,0.520281395365458,nan,398.758224487305,435.8
93,1039,276,20,5,nan,nan,0.626235737603936,0.603832207302663,nan,410.495414733887,448.3
94,1050,265,20,5,nan,nan,0.641630402285959,0.612779271295472,nan,401.833795785904,439.4
95,1014,301,19,6,nan,nan,0.633654404788488,0.64271024164779,nan,393.615774869919,431.0
96,1036,279,20,5,nan,nan,0.61847934409677,0.60540326687116,nan,414.27788233757,452.7
97,1045,270,20,5,nan,nan,0.671619991809825,0.696496770486958,nan,391.399380207062,429.2
98,1044,271,20,5,nan,nan,0.704427053496484,0.68008277883626,nan,388.721369743347,426.1
99,994,321,19,6,nan,nan,0.593937895610223,0.582862943567365,nan,350.104959011078,387.1
100,1045,270,20,5,nan,nan,0.613000939148639,0.610255011136996,nan,366.592981338501,404.1
