seed,projection,n_train,n_test,n_families_train,n_families_test,gpfn_pearson,gpfn_spearman,pcr_pearson,pcr_spearman,eff_rank,wall_clock_seconds
52,bag:10,4072,1058,31,8,0.385136,0.375067,0.433605,0.431243,,234.1
53,pca,4086,1044,31,8,0.445009,0.427053,0.448229,0.432954,,126.9
53,pls,4086,1044,31,8,0.379654,0.380446,0.378739,0.350446,100,173.3
53,pls_mm,4086,1044,31,8,0.412554,0.406991,0.378739,0.350446,100,220.2
53,screen_pca:2000,4086,1044,31,8,0.3702,0.356733,0.358056,0.363942,,223.3
53,hybrid:50,4086,1044,31,8,0.314661,0.29443,0.316947,0.319886,,225.4
53,bag:10,4086,1044,31,8,0.407919,0.395714,0.453936,0.436045,,232.8
54,pca,3999,1131,30,9,0.425492,0.4058,0.420018,0.400671,,121.2
54,pls,3999,1131,30,9,0.291073,0.291351,0.280974,0.262747,100,168.0
54,pls_mm,3999,1131,30,9,0.305807,0.302871,0.280974,0.262747,100,213.9
54,screen_pca:2000,3999,1131,30,9,0.389137,0.367259,0.391596,0.364919,,216.4
54,hybrid:50,3999,1131,30,9,0.350481,0.334331,0.024618,0.35439,,218.6
54,bag:10,3999,1131,30,9,0.409634,0.386517,0.432985,0.41366,,225.8
55,pca,4048,1082,31,8,0.465874,0.450293,0.520246,0.507437,,117.9
55,pls,4048,1082,31,8,0.45976,0.475411,0.472167,0.460903,100,162.4
55,pls_mm,4048,1082,31,8,0.492267,0.499528,0.472167,0.460903,100,208.8
55,screen_pca:2000,4048,1082,31,8,0.460272,0.461244,0.482572,0.484244,,211.4
55,hybrid:50,4048,1082,31,8,0.301327,0.283491,-0.045905,0.352601,,214.0
55,bag:10,4048,1082,31,8,0.437771,0.426542,0.504581,0.48966,,222.6
56,pca,4075,1055,31,8,0.458492,0.435121,0.482997,0.465232,,126.5
56,pls,4075,1055,31,8,0.339342,0.351054,0.356425,0.343914,100,174.6
56,pls_mm,4075,1055,31,8,0.373107,0.381819,0.356425,0.343914,100,221.4
56,screen_pca:2000,4075,1055,31,8,0.396382,0.377134,0.361103,0.344632,,224.0
56,hybrid:50,4075,1055,31,8,0.270479,0.258588,-0.037093,0.164474,,226.1
56,bag:10,4075,1055,31,8,0.270242,0.242964,0.486706,0.468963,,232.9
57,pca,4083,1047,31,8,0.391593,0.383055,0.384969,0.3776,,126.0
57,pls,4083,1047,31,8,0.174479,0.173358,0.118775,0.122872,100,174.2
57,pls_mm,4083,1047,31,8,0.198234,0.196073,0.118775,0.122872,100,221.8
57,screen_pca:2000,4083,1047,31,8,0.459541,0.447497,0.454856,0.439081,,224.4
57,hybrid:50,4083,1047,31,8,0.352017,0.341883,-0.090364,0.184045,,226.6
57,bag:10,4083,1047,31,8,0.354109,0.346861,0.391155,0.383582,,233.7
58,pca,4047,1083,31,8,0.493021,0.491259,0.513786,0.510551,,117.6
58,pls,4047,1083,31,8,0.359242,0.361367,0.320409,0.310198,100,163.0
58,pls_mm,4047,1083,31,8,0.383028,0.382744,0.320409,0.310198,100,210.5
58,screen_pca:2000,4047,1083,31,8,0.440249,0.439549,0.445187,0.448156,,213.0
58,hybrid:50,4047,1083,31,8,0.41477,0.421475,0.032977,0.301689,,215.5
58,bag:10,4047,1083,31,8,0.398522,0.398963,0.516045,0.510664,,223.0
59,pca,4079,1051,31,8,0.307497,0.284637,0.341272,0.320292,,124.8
59,pls,4079,1051,31,8,0.286786,0.287179,0.275639,0.252889,100,170.4
59,pls_mm,4079,1051,31,8,0.307048,0.307729,0.275639,0.252889,100,218.8
59,screen_pca:2000,4079,1051,31,8,0.341754,0.321372,0.34509,0.334958,,221.5
59,hybrid:50,4079,1051,31,8,0.246008,0.221712,0.020039,0.277057,,224.2
59,bag:10,4079,1051,31,8,0.255491,0.243161,0.341681,0.319321,,232.0
60,pca,4102,1028,31,8,0.436579,0.414675,0.461445,0.432767,,127.7
60,pls,4102,1028,31,8,0.337678,0.347092,0.346455,0.331663,100,174.7
60,pls_mm,4102,1028,31,8,0.36415,0.369122,0.346455,0.331663,100,224.2
60,screen_pca:2000,4102,1028,31,8,0.393332,0.380924,0.431621,0.414954,,227.1
60,hybrid:50,4102,1028,31,8,0.325509,0.296098,-0.132276,0.126646,,229.5
60,bag:10,4102,1028,31,8,0.293555,0.274176,0.466705,0.439352,,237.6
61,pca,4079,1051,31,8,0.397697,0.377709,0.43761,0.412521,,126.5
61,pls,4079,1051,31,8,0.314715,0.321564,0.290576,0.295671,100,173.4
61,pls_mm,4079,1051,31,8,0.334698,0.338737,0.290576,0.295671,100,219.5
61,screen_pca:2000,4079,1051,31,8,0.432697,0.407938,0.444424,0.409592,,221.9
61,hybrid:50,4079,1051,31,8,0.325325,0.3154,-0.10191,0.149124,,223.9
61,bag:10,4079,1051,31,8,0.231441,0.219817,0.446922,0.421834,,231.6
62,pca,3976,1154,30,9,0.366451,0.333336,0.435072,0.399974,,116.9
62,pls,3976,1154,30,9,0.425512,0.448546,0.483046,0.473172,100,161.3
62,pls_mm,3976,1154,30,9,0.48698,0.498062,0.483046,0.473172,100,206.3
62,screen_pca:2000,3976,1154,30,9,0.421749,0.396258,0.431947,0.401045,,209.0
62,hybrid:50,3976,1154,30,9,0.30164,0.289525,0.259867,0.246819,,211.3
62,bag:10,3976,1154,30,9,0.330738,0.307891,0.411906,0.375063,,218.4
63,pca,4038,1092,31,8,0.461823,0.435039,0.501034,0.476498,,117.9
63,pls,4038,1092,31,8,0.35209,0.351982,0.315871,0.319889,100,163.9
63,pls_mm,4038,1092,31,8,0.365705,0.364621,0.315871,0.319889,100,210.3
63,screen_pca:2000,4038,1092,31,8,0.405837,0.383232,0.395811,0.372683,,212.8
63,hybrid:50,4038,1092,31,8,0.332869,0.321275,0.373528,0.355945,,214.9
63,bag:10,4038,1092,31,8,0.446171,0.430546,0.510486,0.488136,,221.8
64,pca,4055,1075,31,8,0.411616,0.380955,0.423024,0.399277,,122.3
64,pls,4055,1075,31,8,0.341871,0.341675,0.343003,0.326722,100,168.0
64,pls_mm,4055,1075,31,8,0.354636,0.349637,0.343003,0.326722,100,217.3
64,screen_pca:2000,4055,1075,31,8,0.42467,0.397548,0.423216,0.400131,,219.9
64,hybrid:50,4055,1075,31,8,0.272514,0.238155,0.05563,0.181662,,222.1
64,bag:10,4055,1075,31,8,0.349454,0.319045,0.435267,0.409289,,230.1
65,pca,3991,1139,30,9,0.452644,0.429974,0.450402,0.435361,,118.9
65,pls,3991,1139,30,9,0.274253,0.281505,0.236244,0.253422,100,166.3
65,pls_mm,3991,1139,30,9,0.281664,0.288205,0.236244,0.253422,100,213.7
65,screen_pca:2000,3991,1139,30,9,0.431953,0.42198,0.425613,0.40112,,216.5
65,hybrid:50,3991,1139,30,9,0.349698,0.336077,0.218641,0.339826,,218.7
65,bag:10,3991,1139,30,9,0.415594,0.397871,0.45993,0.440998,,226.9
66,pca,4053,1077,31,8,0.490064,0.478746,0.502797,0.492087,,120.0
66,pls,4053,1077,31,8,0.369922,0.371237,0.356755,0.348901,100,165.1
66,pls_mm,4053,1077,31,8,0.405865,0.405593,0.356755,0.348901,100,211.0
66,screen_pca:2000,4053,1077,31,8,0.506429,0.490756,0.490711,0.479223,,213.5
66,hybrid:50,4053,1077,31,8,0.400069,0.384888,-0.034061,0.317358,,215.6
66,bag:10,4053,1077,31,8,0.460875,0.443165,0.500071,0.490687,,222.5
67,pca,4041,1089,31,8,0.438362,0.428534,0.460258,0.446504,,119.3
67,pls,4041,1089,31,8,0.380704,0.378928,0.348587,0.33991,100,165.2
67,pls_mm,4041,1089,31,8,0.397838,0.396018,0.348587,0.33991,100,211.8
67,screen_pca:2000,4041,1089,31,8,0.475735,0.466117,0.473694,0.469852,,214.2
67,hybrid:50,4041,1089,31,8,0.422959,0.414634,0.013006,0.235262,,216.4
67,bag:10,4041,1089,31,8,0.268685,0.252557,0.472993,0.460358,,224.2
68,pca,4067,1063,31,8,0.387893,0.357689,0.412148,0.38462,,117.6
68,pls,4067,1063,31,8,0.376114,0.379856,0.372386,0.366775,100,164.3
68,pls_mm,4067,1063,31,8,0.419426,0.421842,0.372386,0.366775,100,211.8
68,screen_pca:2000,4067,1063,31,8,0.436758,0.420256,0.444836,0.421834,,214.7
68,hybrid:50,4067,1063,31,8,0.280706,0.249696,-0.050809,0.276211,,217.1
68,bag:10,4067,1063,31,8,0.410027,0.381897,0.447712,0.420262,,224.5
69,pca,4053,1077,31,8,0.534593,0.537834,0.561329,0.560344,,116.6
69,pls,4053,1077,31,8,0.435981,0.427732,0.431473,0.406039,100,162.2
69,pls_mm,4053,1077,31,8,0.456725,0.445335,0.431473,0.406039,100,209.0
69,screen_pca:2000,4053,1077,31,8,0.437155,0.439671,0.434944,0.438534,,211.6
69,hybrid:50,4053,1077,31,8,0.36555,0.367107,0.36828,0.374473,,213.8
69,bag:10,4053,1077,31,8,0.375613,0.375545,0.558928,0.557258,,220.5
70,pca,3993,1137,30,9,0.453161,0.430661,0.48546,0.466361,,116.6
70,pls,3993,1137,30,9,0.277521,0.287001,0.366848,0.334917,100,162.4
70,pls_mm,3993,1137,30,9,0.392601,0.396441,0.366848,0.334917,100,208.6
70,screen_pca:2000,3993,1137,30,9,0.502505,0.495564,0.511263,0.505926,,211.0
70,hybrid:50,3993,1137,30,9,0.380983,0.363912,-0.037902,0.405642,,213.1
70,bag:10,3993,1137,30,9,0.433707,0.422319,0.476822,0.455958,,220.8
71,pca,4089,1041,31,8,0.468666,0.438959,0.444409,0.417995,,123.1
71,pls,4089,1041,31,8,0.250335,0.23265,0.223285,0.198636,100,168.3
71,pls_mm,4089,1041,31,8,0.27597,0.258629,0.223285,0.198636,100,215.2
71,screen_pca:2000,4089,1041,31,8,0.438262,0.403544,0.420242,0.378823,,217.7
71,hybrid:50,4089,1041,31,8,0.366684,0.332689,0.376986,0.339336,,220.2
71,bag:10,4089,1041,31,8,0.294235,0.28215,0.446787,0.417028,,227.5
72,pca,4097,1033,31,8,0.407113,0.388738,0.459264,0.438292,,129.4
72,pls,4097,1033,31,8,0.404871,0.418935,0.416852,0.41594,100,175.6
72,pls_mm,4097,1033,31,8,0.442134,0.450803,0.416852,0.41594,100,225.9
72,screen_pca:2000,4097,1033,31,8,0.470059,0.468938,0.466227,0.460744,,228.4
72,hybrid:50,4097,1033,31,8,0.301825,0.293704,0.00587,0.353849,,230.8
72,bag:10,4097,1033,31,8,0.344726,0.320011,0.456128,0.435546,,239.1
73,pca,4063,1067,31,8,0.427716,0.412264,0.450448,0.429121,,117.1
73,pls,4063,1067,31,8,0.345262,0.351254,0.318609,0.317943,100,165.2
73,pls_mm,4063,1067,31,8,0.368449,0.37014,0.318609,0.317943,100,213.9
73,screen_pca:2000,4063,1067,31,8,0.392382,0.379111,0.376859,0.357237,,216.6
73,hybrid:50,4063,1067,31,8,0.290922,0.28763,-0.021278,0.230545,,218.8
73,bag:10,4063,1067,31,8,0.410586,0.401983,0.463841,0.445229,,226.0
74,pca,4050,1080,31,8,0.382254,0.368281,0.401963,0.383897,,121.5
74,pls,4050,1080,31,8,0.365116,0.371865,0.39276,0.377008,100,166.2
74,pls_mm,4050,1080,31,8,0.390627,0.395342,0.39276,0.377008,100,216.5
74,screen_pca:2000,4050,1080,31,8,0.349918,0.348544,0.413023,0.40467,,218.8
74,hybrid:50,4050,1080,31,8,0.238171,0.234456,-0.070953,0.229355,,220.9
74,bag:10,4050,1080,31,8,0.308082,0.288883,0.391227,0.370676,,228.3
75,pca,4086,1044,31,8,0.381709,0.366695,0.398918,0.38042,,126.1
75,pls,4086,1044,31,8,0.340138,0.345086,0.316647,0.315647,100,172.1
75,pls_mm,4086,1044,31,8,0.34569,0.345699,0.316647,0.315647,100,220.8
75,screen_pca:2000,4086,1044,31,8,0.361779,0.343149,0.360362,0.343481,,223.3
75,hybrid:50,4086,1044,31,8,0.258925,0.233814,0.304596,0.289077,,225.6
75,bag:10,4086,1044,31,8,0.33175,0.315405,0.385172,0.367821,,233.1
76,pca,4067,1063,31,8,0.414752,0.391344,0.38771,0.367461,,117.1
76,pls,4067,1063,31,8,0.318475,0.307852,0.288468,0.265856,100,162.1
76,pls_mm,4067,1063,31,8,0.333007,0.321531,0.288468,0.265856,100,207.9
76,screen_pca:2000,4067,1063,31,8,0.424866,0.40876,0.405537,0.389679,,210.4
76,hybrid:50,4067,1063,31,8,0.285978,0.270837,0.265769,0.238554,,212.4
76,bag:10,4067,1063,31,8,0.361994,0.356883,0.396761,0.372479,,219.2
77,pca,4041,1089,31,8,0.463172,0.447738,0.524291,0.517463,,116.5
77,pls,4041,1089,31,8,0.331758,0.337134,0.309737,0.305206,100,162.6
77,pls_mm,4041,1089,31,8,0.371612,0.376099,0.309737,0.305206,100,209.0
77,screen_pca:2000,4041,1089,31,8,0.402632,0.368536,0.411198,0.370642,,211.4
77,hybrid:50,4041,1089,31,8,0.333859,0.321041,0.363362,0.353421,,213.4
77,bag:10,4041,1089,31,8,0.448509,0.435281,0.513715,0.503355,,220.3
78,pca,4076,1054,31,8,0.440871,0.432762,0.501416,0.488535,,124.1
78,pls,4076,1054,31,8,0.305196,0.310594,0.283031,0.270056,100,171.3
78,pls_mm,4076,1054,31,8,0.319364,0.321001,0.283031,0.270056,100,216.2
78,screen_pca:2000,4076,1054,31,8,0.359596,0.340836,0.386243,0.36068,,219.0
78,hybrid:50,4076,1054,31,8,0.260726,0.244098,-0.146041,0.144149,,221.3
78,bag:10,4076,1054,31,8,0.380658,0.365699,0.493698,0.482381,,228.2
79,pca,4060,1070,31,8,0.475768,0.466468,0.502927,0.494197,,119.1
79,pls,4060,1070,31,8,0.357446,0.36174,0.329467,0.330799,100,164.7
79,pls_mm,4060,1070,31,8,0.387742,0.391171,0.329467,0.330799,100,210.3
79,screen_pca:2000,4060,1070,31,8,0.438493,0.411082,0.427254,0.401714,,212.9
79,hybrid:50,4060,1070,31,8,0.405765,0.386445,0.452682,0.434286,,215.4
79,bag:10,4060,1070,31,8,0.38093,0.366907,0.506321,0.49916,,222.5
80,pca,4075,1055,31,8,0.460368,0.431801,0.518687,0.504348,,124.9
80,pls,4075,1055,31,8,0.450786,0.464055,0.439636,0.451207,100,173.4
80,pls_mm,4075,1055,31,8,0.483402,0.489712,0.439636,0.451207,100,220.9
80,screen_pca:2000,4075,1055,31,8,0.475862,0.457992,0.470176,0.448156,,223.9
80,hybrid:50,4075,1055,31,8,0.368894,0.331335,0.002681,0.339442,,226.0
80,bag:10,4075,1055,31,8,0.413653,0.379269,0.523951,0.503687,,233.2
81,pca,4053,1077,31,8,0.439863,0.406677,0.497392,0.46557,,120.1
81,pls,4053,1077,31,8,0.402811,0.407197,0.364986,0.363107,100,167.0
81,pls_mm,4053,1077,31,8,0.418034,0.419501,0.364986,0.363107,100,213.8
81,screen_pca:2000,4053,1077,31,8,0.40058,0.365818,0.404976,0.364119,,216.5
81,hybrid:50,4053,1077,31,8,0.328706,0.310298,-0.045463,0.261326,,218.8
81,bag:10,4053,1077,31,8,0.264105,0.236732,0.487523,0.454378,,225.9
82,pca,4045,1085,31,8,0.363073,0.347687,0.389628,0.380726,,117.6
82,pls,4045,1085,31,8,0.328578,0.329098,0.297036,0.278382,100,163.4
82,pls_mm,4045,1085,31,8,0.353485,0.349001,0.297036,0.278382,100,209.3
82,screen_pca:2000,4045,1085,31,8,0.364533,0.34937,0.36221,0.352688,,211.9
82,hybrid:50,4045,1085,31,8,0.140096,0.13713,0.231577,0.225103,,214.3
82,bag:10,4045,1085,31,8,0.312386,0.297701,0.394075,0.380034,,221.8
83,pca,4076,1054,31,8,0.468146,0.445831,0.511097,0.48995,,124.9
83,pls,4076,1054,31,8,0.34771,0.345358,0.30821,0.318843,100,170.1
83,pls_mm,4076,1054,31,8,0.353127,0.349686,0.30821,0.318843,100,216.8
83,screen_pca:2000,4076,1054,31,8,0.413904,0.393636,0.364716,0.338881,,219.2
83,hybrid:50,4076,1054,31,8,0.324486,0.301119,-0.033565,0.327364,,221.4
83,bag:10,4076,1054,31,8,0.399967,0.374403,0.520884,0.500399,,229.1
84,pca,4039,1091,31,8,0.395378,0.3722,0.426344,0.4021,,121.4
84,pls,4039,1091,31,8,0.341351,0.344762,0.349119,0.318298,100,167.6
84,pls_mm,4039,1091,31,8,0.378845,0.373934,0.349119,0.318298,100,214.7
84,screen_pca:2000,4039,1091,31,8,0.419688,0.390215,0.406305,0.372826,,217.7
84,hybrid:50,4039,1091,31,8,0.221183,0.203927,0.284774,0.253638,,219.8
84,bag:10,4039,1091,31,8,0.262086,0.242161,0.426446,0.397598,,226.9
85,pca,4066,1064,31,8,0.506845,0.490198,0.542358,0.523203,,118.1
85,pls,4066,1064,31,8,0.394535,0.396776,0.377269,0.374341,100,162.3
85,pls_mm,4066,1064,31,8,0.412905,0.413351,0.377269,0.374341,100,210.7
85,screen_pca:2000,4066,1064,31,8,0.41665,0.399142,0.42621,0.415903,,213.2
85,hybrid:50,4066,1064,31,8,0.377195,0.342016,0.428264,0.406071,,215.3
85,bag:10,4066,1064,31,8,0.390657,0.381334,0.53993,0.523142,,221.8
86,pca,4082,1048,31,8,0.507145,0.483434,0.517682,0.497711,,126.0
86,pls,4082,1048,31,8,0.382227,0.3738,0.355202,0.354413,100,172.4
86,pls_mm,4082,1048,31,8,0.399056,0.391796,0.355202,0.354413,100,218.2
86,screen_pca:2000,4082,1048,31,8,0.518025,0.487938,0.486405,0.461568,,220.6
86,hybrid:50,4082,1048,31,8,0.440255,0.411485,0.005552,0.433358,,223.0
86,bag:10,4082,1048,31,8,0.387565,0.360651,0.526422,0.504676,,230.6
87,pca,4064,1066,31,8,0.494182,0.46728,0.528026,0.507783,,119.3
87,pls,4064,1066,31,8,0.381957,0.390832,0.353637,0.358789,100,166.5
87,pls_mm,4064,1066,31,8,0.411406,0.413299,0.353637,0.358789,100,214.4
87,screen_pca:2000,4064,1066,31,8,0.462458,0.434574,0.482422,0.454022,,217.0
87,hybrid:50,4064,1066,31,8,0.344611,0.327502,0.18687,0.365453,,219.2
87,bag:10,4064,1066,31,8,0.433642,0.394384,0.516936,0.495294,,226.1
88,pca,3982,1148,30,9,0.422705,0.411265,0.44833,0.432754,,120.3
88,pls,3982,1148,30,9,0.400004,0.407965,0.394847,0.38678,100,165.6
88,pls_mm,3982,1148,30,9,0.421222,0.426923,0.394847,0.38678,100,211.8
88,screen_pca:2000,3982,1148,30,9,0.383833,0.3698,0.3825,0.365492,,214.7
88,hybrid:50,3982,1148,30,9,0.266736,0.251122,-0.05664,0.126744,,217.1
88,bag:10,3982,1148,30,9,0.367377,0.359801,0.445405,0.43116,,224.2
89,pca,4061,1069,31,8,0.465879,0.462937,0.480276,0.47684,,120.0
89,pls,4061,1069,31,8,0.238937,0.232137,0.220362,0.197783,100,167.6
89,pls_mm,4061,1069,31,8,0.252656,0.244155,0.220362,0.197783,100,214.0
89,screen_pca:2000,4061,1069,31,8,0.332924,0.319793,0.313194,0.301846,,216.5
89,hybrid:50,4061,1069,31,8,0.373141,0.358008,-0.002938,0.316763,,218.7
89,bag:10,4061,1069,31,8,0.387541,0.383185,0.484829,0.481258,,225.9
90,pca,4096,1034,31,8,0.485371,0.476685,0.502504,0.490187,,125.6
90,pls,4096,1034,31,8,0.330951,0.337966,0.314306,0.30544,100,172.5
90,pls_mm,4096,1034,31,8,0.362288,0.365411,0.314306,0.30544,100,219.2
90,screen_pca:2000,4096,1034,31,8,0.432157,0.414907,0.434333,0.413586,,221.7
90,hybrid:50,4096,1034,31,8,0.417501,0.409934,0.033488,0.425333,,223.8
90,bag:10,4096,1034,31,8,0.407157,0.403607,0.503933,0.490645,,231.1
91,pca,4044,1086,31,8,0.402986,0.400444,0.394216,0.388942,,119.8
91,pls,4044,1086,31,8,0.27307,0.265131,0.266454,0.232237,100,165.2
91,pls_mm,4044,1086,31,8,0.313192,0.303787,0.266454,0.232237,100,212.3
91,screen_pca:2000,4044,1086,31,8,0.475199,0.463464,0.475616,0.466457,,214.7
91,hybrid:50,4044,1086,31,8,0.30523,0.300392,0.330275,0.327913,,216.9
91,bag:10,4044,1086,31,8,0.384162,0.375771,0.396297,0.392337,,223.7
92,pca,3970,1160,30,9,0.438057,0.419976,0.454996,0.43727,,121.8
92,pls,3970,1160,30,9,0.367715,0.376151,0.382762,0.377931,100,167.3
92,pls_mm,3970,1160,30,9,0.412086,0.415694,0.382762,0.377931,100,213.5
92,screen_pca:2000,3970,1160,30,9,0.451269,0.42355,0.450022,0.418615,,216.0
92,hybrid:50,3970,1160,30,9,0.377041,0.353706,-0.032945,0.275236,,218.3
92,bag:10,3970,1160,30,9,0.370715,0.356591,0.457662,0.441699,,226.2
93,pca,3991,1139,30,9,0.444085,0.408202,0.451439,0.415381,,122.4
93,pls,3991,1139,30,9,0.347377,0.352025,0.375071,0.358111,100,168.8
93,pls_mm,3991,1139,30,9,0.40026,0.401245,0.375071,0.358111,100,215.2
93,screen_pca:2000,3991,1139,30,9,0.40902,0.388198,0.417942,0.392184,,217.8
93,hybrid:50,3991,1139,30,9,0.335315,0.309462,-0.015704,0.230765,,220.4
93,bag:10,3991,1139,30,9,0.438502,0.397844,0.46342,0.427809,,228.6
94,pca,4082,1048,31,8,0.495324,0.477498,0.527823,0.515716,,126.8
94,pls,4082,1048,31,8,0.339493,0.338523,0.350371,0.324652,100,174.3
94,pls_mm,4082,1048,31,8,0.372357,0.363794,0.350371,0.324652,100,221.3
94,screen_pca:2000,4082,1048,31,8,0.451385,0.428095,0.422072,0.402058,,224.4
94,hybrid:50,4082,1048,31,8,0.289617,0.264893,0.146191,0.259902,,227.0
94,bag:10,4082,1048,31,8,0.454008,0.433847,0.534215,0.518917,,235.3
95,pca,4047,1083,31,8,0.411925,0.412422,0.434927,0.432441,,119.4
95,pls,4047,1083,31,8,0.328522,0.337211,0.291066,0.299982,100,164.9
95,pls_mm,4047,1083,31,8,0.349076,0.357562,0.291066,0.299982,100,210.7
95,screen_pca:2000,4047,1083,31,8,0.430027,0.423752,0.440156,0.433986,,213.3
95,hybrid:50,4047,1083,31,8,0.329904,0.331319,0.331528,0.348311,,215.4
95,bag:10,4047,1083,31,8,0.354239,0.359133,0.426123,0.42413,,222.1
96,pca,4074,1056,31,8,0.403763,0.40449,0.415828,0.421905,,127.7
96,pls,4074,1056,31,8,0.384507,0.384512,0.345512,0.360433,100,174.8
96,pls_mm,4074,1056,31,8,0.394464,0.394993,0.345512,0.360433,100,220.6
96,screen_pca:2000,4074,1056,31,8,0.407622,0.402576,0.381018,0.380183,,223.1
96,hybrid:50,4074,1056,31,8,0.346109,0.345749,0.405854,0.410608,,225.3
96,bag:10,4074,1056,31,8,0.306652,0.29531,0.435024,0.44129,,232.1
97,pca,4043,1087,31,8,0.427247,0.411168,0.493738,0.485197,,120.1
97,pls,4043,1087,31,8,0.3855,0.390829,0.372657,0.364938,100,167.0
97,pls_mm,4043,1087,31,8,0.404819,0.404326,0.372657,0.364938,100,212.0
97,screen_pca:2000,4043,1087,31,8,0.4329,0.419478,0.452449,0.442926,,214.6
97,hybrid:50,4043,1087,31,8,0.380379,0.353946,-0.009378,0.410891,,216.7
97,bag:10,4043,1087,31,8,0.293881,0.275749,0.48246,0.475063,,224.0
98,pca,3974,1156,30,9,0.38935,0.381794,0.352547,0.349727,,119.1
98,pls,3974,1156,30,9,0.28604,0.285126,0.230618,0.241001,100,164.4
98,pls_mm,3974,1156,30,9,0.310163,0.309864,0.230618,0.241001,100,210.7
98,screen_pca:2000,3974,1156,30,9,0.425287,0.423287,0.440711,0.439605,,213.3
98,hybrid:50,3974,1156,30,9,0.33886,0.336801,0.039083,0.328173,,215.5
98,bag:10,3974,1156,30,9,0.281385,0.269282,0.381561,0.375801,,222.4
99,pca,4057,1073,31,8,0.376707,0.37168,0.397978,0.387767,,117.4
99,pls,4057,1073,31,8,0.337019,0.335276,0.317623,0.300888,100,162.1
99,pls_mm,4057,1073,31,8,0.347388,0.342607,0.317623,0.300888,100,208.5
99,screen_pca:2000,4057,1073,31,8,0.435119,0.424708,0.427895,0.41552,,211.2
99,hybrid:50,4057,1073,31,8,0.313847,0.306371,-0.056981,0.275745,,213.7
99,bag:10,4057,1073,31,8,0.35096,0.343039,0.407312,0.399884,,220.8
100,pca,3985,1145,30,9,0.369443,0.343067,0.41124,0.389253,,118.4
100,pls,3985,1145,30,9,0.374733,0.373802,0.380447,0.364661,100,162.2
100,pls_mm,3985,1145,30,9,0.40932,0.403023,0.380447,0.364661,100,208.2
100,screen_pca:2000,3985,1145,30,9,0.401526,0.375807,0.431321,0.4032,,210.7
100,hybrid:50,3985,1145,30,9,0.277929,0.25907,-0.063138,0.239733,,212.8
100,bag:10,3985,1145,30,9,0.31677,0.281923,0.418957,0.393847,,219.8
