seed,n_train,n_test,n_families_train,n_families_test,gpfn_pearson,gpfn_spearman,gblup_pearson,gblup_spearman,pcr_pearson,pcr_spearman,bayesb_pearson,bayesb_spearman
19,2471,685,31,8,0.2865,0.2205,0.2595,0.1876,0.2679,0.2063,0.48205858613748,0.440156505083317
20,2473,683,31,8,0.5657,0.5751,0.5843,0.5934,0.5795,0.5921,0.563721457888492,0.531188478539376
21,2453,703,31,8,0.4948,0.5076,0.4861,0.5006,0.4922,0.5017,0.592697759350562,0.60722133064343
22,2476,680,30,9,0.4044,0.3844,0.4068,0.3966,0.4013,0.3857,0.405913919254938,0.397525673713666
23,2510,646,31,8,0.3626,0.3387,0.3863,0.3671,0.3789,0.3527,0.530384565669237,0.568427415902591
24,2462,694,31,8,0.1597,0.1463,0.1374,0.139,0.162,0.1472,0.274743752656792,0.249228220920695
25,2517,639,31,8,0.2776,0.2716,0.289,0.2796,0.2641,0.2618,0.486348918146335,0.448846019956845
26,2509,647,31,8,0.4856,0.5009,0.5189,0.519,0.4975,0.5227,0.546899677833167,0.580363358843136
27,2434,722,30,9,0.3741,0.3343,0.4314,0.3882,0.3866,0.3641,0.35167389200775,0.334885162206537
28,2455,701,30,9,0.2607,0.2153,0.3317,0.2839,0.264,0.236,0.231741857833138,0.241773880557551
29,2494,662,31,8,0.5241,0.5043,0.5474,0.521,0.5054,0.4841,0.571207548714502,0.58364928330718
30,2496,660,31,8,0.1501,0.1436,0.131,0.1193,0.0972,0.0904,0.274764204944156,0.238041652011643
31,2491,665,31,8,0.5106,0.5081,0.5175,0.5212,0.4695,0.4695,0.117959432101941,0.111844777725502
32,2448,708,30,9,0.5798,0.5517,0.5763,0.5498,0.5654,0.5362,0.569356784447455,0.543558452860258
33,2513,643,30,9,0.321,0.2945,0.3573,0.3367,0.3495,0.3266,0.238635819661954,0.235768477007107
34,2451,705,31,8,0.3791,0.3341,0.3469,0.304,0.3704,0.3304,0.336705605365139,0.297950504918421
35,2505,651,31,8,0.3974,0.3343,0.4343,0.374,0.4347,0.3848,0.286507657587136,0.297550583664543
36,2501,655,31,8,0.4744,0.4467,0.4947,0.4505,0.4706,0.4417,0.386581067649742,0.321346537477007
37,2446,710,31,8,0.1627,0.1574,0.2128,0.1976,0.2046,0.1932,0.44994120600118,0.439068271507012
38,2466,690,31,8,0.1635,0.1783,0.2235,0.2336,0.1861,0.1959,0.100509699384856,0.115609579993384
39,2492,664,31,8,0.3147,0.2375,0.2714,0.1984,0.2608,0.2008,0.438377735563373,0.422186523950658
40,2492,664,31,8,0.3647,0.3241,0.3823,0.3234,0.3444,0.3101,0.0415160029896815,0.053002769965943
41,2445,711,30,9,0.4484,0.383,0.4328,0.3704,0.3991,0.3436,0.440682890222883,0.367569944137118
42,2457,699,30,9,0.4712,0.4817,0.4964,0.5163,0.4687,0.4889,0.554784281011714,0.555734530768888
43,2491,665,31,8,0.2917,0.3012,0.3394,0.345,0.338,0.3519,0.491665339405621,0.417206144227501
