seed,n_train,n_test,n_families_train,n_families_test,gpfn_pearson,gpfn_spearman,gblup_pearson,gblup_spearman,pcr_pearson,pcr_spearman,bayesb_pearson,bayesb_spearman
84,2650,720,30,6,0.3367,0.3356,0.424,0.4169,0.377,0.373,0.506605158990681,0.49546328209141
85,2655,715,27,9,0.4265,0.4264,0.436,0.4313,0.4007,0.3955,0.440263241850907,0.441099134626756
86,2595,775,28,8,0.275,0.2611,0.4064,0.3865,0.2592,0.2493,0.474564697236973,0.45444701891526
87,2664,706,29,7,0.448,0.4579,0.5047,0.5037,0.4805,0.4865,0.466584679179286,0.464152404576998
88,2568,802,26,10,0.3857,0.374,0.4131,0.3985,0.3958,0.3865,0.430538758523953,0.417085380728809
89,2694,676,29,7,0.3176,0.3162,0.3895,0.3849,0.3554,0.3514,0.466670487489701,0.439081329950063
90,2611,759,28,8,0.4767,0.4619,0.4596,0.4287,0.4474,0.4379,0.415073334818649,0.400506225909601
91,2685,685,30,6,0.4277,0.438,0.4795,0.4846,0.4391,0.4498,0.48606928700526,0.480313934943907
92,2623,747,29,7,0.4365,0.4302,0.5128,0.5143,0.4564,0.4504,0.542686678036579,0.553409477268788
93,2674,696,28,8,0.453,0.4471,0.43,0.4111,0.4665,0.4647,0.300929819477885,0.293706229010473
94,2661,709,29,7,0.4237,0.4253,0.4801,0.4811,0.4283,0.4305,0.489860117101368,0.475613288484977
95,2598,772,28,8,0.4154,0.4043,0.3528,0.336,0.3995,0.3837,0.345958924357797,0.332903265784288
96,2641,729,27,9,0.4197,0.4002,0.471,0.4447,0.3957,0.3738,0.539102608550233,0.533126981681343
97,2646,724,29,7,0.2792,0.2557,0.2819,0.2527,0.1738,0.1622,0.433821928238169,0.411515752423626
98,2650,720,29,7,0.4744,0.4906,0.4867,0.4982,0.4284,0.4458,0.44608432351296,0.453876631462594
99,2638,732,27,9,0.4152,0.4141,0.4694,0.464,0.4153,0.4152,0.485328897669347,0.481394446063268
100,2587,783,27,9,0.4672,0.4686,0.5614,0.5679,0.4805,0.48,0.548454624642175,0.548741833902385
