seed,n_train,n_test,n_families_train,n_families_test,gpfn_pearson,gpfn_spearman,gblup_pearson,gblup_spearman,pcr_pearson,pcr_spearman,bayesb_pearson,bayesb_spearman
91,3958,1070,31,8,0.4328,0.4316,0.482,0.4839,0.4483,0.4458,0.495466098516497,0.49475674565654
92,4021,1007,31,8,0.3447,0.3451,0.4761,0.4721,0.3727,0.377,0.422588682905943,0.427348881335097
93,3917,1111,30,9,0.3578,0.3659,0.4156,0.4223,0.4035,0.4131,0.591057264695142,0.563130775790156
94,4005,1023,31,8,0.3419,0.3461,0.3884,0.3946,0.3302,0.3388,0.447992904576149,0.460295029211111
95,3964,1064,31,8,0.3672,0.3625,0.4527,0.4533,0.4172,0.4176,0.571297326258795,0.583825550251572
96,3996,1032,31,8,0.4444,0.4398,0.4907,0.4892,0.4865,0.4827,0.484604945891142,0.500849920497897
97,3960,1068,31,8,0.3903,0.3741,0.4991,0.4761,0.4319,0.4102,0.397195086259116,0.361057515810066
98,3896,1132,30,9,0.4487,0.4452,0.5085,0.5079,0.46,0.4593,0.512402627298769,0.520144883642928
99,3984,1044,31,8,0.3693,0.3579,0.3866,0.3768,0.4202,0.4052,0.508544055001029,0.474569403000466
100,3903,1125,30,9,0.4268,0.4359,0.5271,0.5367,0.4572,0.4653,0.396457040439749,0.392901506111908
