seed,n_train,n_test,n_families_train,n_families_test,gpfn_pearson,gpfn_spearman,gblup_pearson,gblup_spearman,pcr_pearson,pcr_spearman,bayesb_pearson,bayesb_spearman
85,4066,1064,31,8,0.4315,0.4331,0.539,0.5454,0.4719,0.475,0.509102904454182,0.520029527634397
86,4082,1048,31,8,0.4767,0.47,0.5349,0.5253,0.4818,0.4725,0.591729518056776,0.564905802583389
87,4064,1066,31,8,0.3956,0.3833,0.4935,0.4958,0.4122,0.4066,0.473736811707262,0.47829407384181
88,3982,1148,30,9,0.4397,0.4296,0.5497,0.5342,0.4835,0.471,0.520185902087363,0.521158647380804
89,4061,1069,31,8,0.4148,0.4087,0.4966,0.486,0.4309,0.4216,0.499141535495783,0.492399457287573
90,4096,1034,31,8,0.4322,0.4157,0.5042,0.4848,0.4302,0.4137,0.479926793620411,0.469093052196559
91,4044,1086,31,8,0.2832,0.2769,0.3648,0.3513,0.3364,0.3315,0.461310789223792,0.449856289191989
92,3970,1160,30,9,0.4651,0.4518,0.5326,0.5176,0.4608,0.4483,0.522917289385881,0.492577244485664
93,3991,1139,30,9,0.4589,0.4614,0.5214,0.5216,0.47,0.4721,0.566938453565699,0.550101395960624
94,4082,1048,31,8,0.494,0.4838,0.5647,0.5507,0.5073,0.4948,0.46967333024821,0.468777138282492
95,4047,1083,31,8,0.4136,0.4027,0.4844,0.4704,0.4347,0.4243,0.492554312505869,0.497724451360884
96,4074,1056,31,8,0.4575,0.4586,0.5,0.4956,0.447,0.4458,0.567526887520264,0.554546681160443
97,4043,1087,31,8,0.4126,0.4194,0.5386,0.5472,0.4616,0.4752,0.455795225759078,0.47157124085532
98,3974,1156,30,9,0.3834,0.3761,0.4224,0.4111,0.3818,0.3747,0.493983476236921,0.485311852650061
99,4057,1073,31,8,0.3898,0.3813,0.4028,0.395,0.4178,0.4073,0.546207099987945,0.540766789035045
100,3985,1145,30,9,0.4101,0.4014,0.5614,0.5477,0.463,0.4521,0.601463904927216,0.57958924817696
