seed,n_train,n_test,n_families_train,n_families_test,gpfn_pearson,gpfn_spearman,gblup_pearson,gblup_spearman,pcr_pearson,pcr_spearman,bayesb_pearson,bayesb_spearman
56,619,190,19,6,0.2521,0.2526,0.1863,0.1912,0.1636,0.1682,0.0940742899366417,0.124489669163789
57,637,172,20,5,0.351,0.3538,0.4272,0.451,0.294,0.2646,0.489736461854597,0.472166194504887
58,645,164,20,5,-0.0131,-0.0145,-0.0001,-0.0124,0.1455,0.1378,0.247616856705921,0.204272742735553
59,645,164,20,5,0.2968,0.315,0.368,0.3949,0.3345,0.3435,0.108171197986888,0.109663969856203
60,641,168,20,5,0.2157,0.2307,0.224,0.2362,0.1475,0.1604,0.50963326111929,0.506507812476197
61,618,191,19,6,0.137,0.171,0.1331,0.1705,0.1525,0.1957,0.251586030707313,0.231374435052732
62,619,190,19,6,0.2785,0.287,0.2913,0.2799,0.2127,0.1838,0.325136890661044,0.319337155284413
63,636,173,20,5,0.4263,0.3955,0.3297,0.3205,0.3422,0.3421,0.379405813688413,0.417791431663129
64,647,162,20,5,0.2216,0.2334,0.218,0.235,0.1656,0.1655,0.447090428646568,0.412492696437864
65,637,172,20,5,0.2168,0.2201,0.2969,0.295,0.1865,0.1748,0.402395847072141,0.371123784779877
66,637,172,20,5,0.2095,0.1722,0.2146,0.1809,0.2414,0.2099,0.419398315383445,0.404635394566988
67,614,195,19,6,0.1315,0.1529,0.1434,0.1581,-0.0541,-0.0322,0.235530113020547,0.257814314395671
68,625,184,19,6,0.3676,0.3656,0.3133,0.3104,0.1301,0.1387,0.203264963627772,0.25857081144314
69,618,191,19,6,0.4196,0.4393,0.4109,0.4366,0.3951,0.4069,0.502858357545542,0.530650766918162
70,639,170,20,5,0.1738,0.1899,0.1999,0.2031,0.2016,0.2143,0.463971165519521,0.496748286222773
71,646,163,20,5,0.1925,0.2094,0.2122,0.2417,0.2574,0.2877,0.236053954069902,0.199686876527119
72,644,165,20,5,0.146,0.1308,0.0827,0.0588,0.1266,0.0988,0.238388619721116,0.236736073221747
73,642,167,20,5,0.4838,0.5165,0.4543,0.4812,0.3352,0.3738,0.477192123493318,0.48538578625849
74,644,165,20,5,0.0119,-0.0047,-0.0357,-0.0579,-0.0388,-0.0777,0.138381752613938,0.217329164091575
75,644,165,20,5,0.1889,0.2298,0.1444,0.1773,0.1455,0.1795,0.492700684780642,0.510316473369069
76,639,170,20,5,0.1794,0.142,0.2023,0.1554,0.2079,0.18,0.466958123307342,0.466094082519019
77,643,166,20,5,0.4303,0.4736,0.4346,0.4841,0.3604,0.4275,0.537350484220054,0.589573334139889
78,627,182,19,6,0.4059,0.4452,0.3442,0.3873,0.2824,0.3261,0.341048244359642,0.392392766999384
79,645,164,20,5,0.2544,0.2509,0.2701,0.2534,0.2698,0.2748,0.21336855020325,0.218646127854293
80,645,164,20,5,0.4246,0.4432,0.4569,0.4917,0.3878,0.3861,0.272292013173033,0.272069996070972
81,639,170,20,5,0.3533,0.3295,0.3619,0.3561,0.2857,0.2597,0.223624499238981,0.280074865429782
82,641,168,20,5,0.0969,0.1152,0.079,0.1165,0.1363,0.1614,0.219095367962394,0.173218980250046
83,640,169,20,5,-0.1272,-0.0718,-0.1202,-0.0938,-0.0753,-0.0315,0.530650882159768,0.575540936655691
84,641,168,20,5,0.3944,0.3956,0.4056,0.3952,0.3518,0.3537,0.29246388894083,0.295133124117974
85,625,184,19,6,0.3085,0.3446,0.3872,0.4346,0.3186,0.3575,0.118037617267381,0.105162225551804
86,645,164,20,5,0.1618,0.1815,0.1444,0.151,0.0886,0.0857,0.231557375659592,0.243280081836989
87,638,171,20,5,0.318,0.3311,0.2698,0.3011,0.3147,0.3402,0.206143374369756,0.212927701905855
88,646,163,20,5,0.2699,0.2637,0.252,0.2408,0.1831,0.1815,0.461085299902551,0.454670212631279
89,643,166,20,5,0.5373,0.5553,0.5449,0.5709,0.4678,0.4939,0.448696154097037,0.454082295211262
90,620,189,19,6,0.0828,0.0798,0.0589,0.0519,-0.0017,-0.0069,0.20423266779547,0.221981469551373
91,636,173,20,5,0.1594,0.1429,0.0751,0.0849,0.0876,0.0692,0.266444650376667,0.250957215040011
92,615,194,19,6,0.2555,0.2804,0.2708,0.2871,0.2656,0.2867,0.211403815760372,0.168657926409825
93,640,169,20,5,0.139,0.1694,0.0766,0.0724,0.0558,0.0741,-0.0914070561837125,-0.0682340144514211
94,620,189,19,6,-0.028,-0.017,-0.0726,-0.0638,-0.1002,-0.0786,0.0594619543902248,0.0563803625912189
95,622,187,19,6,0.2763,0.2969,0.2584,0.2577,0.1907,0.1746,-0.0404518596877985,-0.0234953320851922
96,640,169,20,5,0.143,0.1342,0.1553,0.161,0.1467,0.1308,0.127076991336309,0.126390572267447
97,644,165,20,5,0.456,0.4679,0.4458,0.4744,0.4234,0.4451,0.410019247568501,0.396561580856759
98,646,163,20,5,0.394,0.3698,0.3577,0.3273,0.3164,0.2831,0.214022292508214,0.215630786625407
99,615,194,19,6,0.4199,0.4449,0.4408,0.4541,0.3821,0.4013,0.172098524195609,0.175429917279567
100,645,164,20,5,0.2281,0.2365,0.2647,0.2639,0.228,0.2475,0.297039992619021,0.256626580598221
